title,image,year,price,author,rating,publisher,length,ISBN,city/country
Foundation and Empire,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0081/9780008117504.jpg,2016,10.82,Isaac Asimov,4.21,HarperCollins Publishers,240,9780008117504,"London, United Kingdom"
Advent Calendar,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9798/7511/9798751188504.jpg,2021,35.23,Jeff Collins,,Independently Published,32,9798751188504,
"That Time I Got Reincarnated as a Slime, Vol. 12 (light novel)",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9753/9781975314439.jpg,2021,19.83,Fuse,4.24,"Little, Brown & Company",358,9781975314439,"New York, United States"
The Backyard Adventurer,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9225/9781922598660.jpg,2021,26.47,Beau Miles,,Brio Press,290,9781922598660,
The Land of Stories: The Wishing Spell,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9074/9781907411755.jpg,2013,14.42,Chris Colfer,4.24,Hachette Children's Group,448,9781907411755,"London, United Kingdom"
Pride and Prejudice,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8532/9781853260001.jpg,1997,8.5,Jane Austen,4.27,Wordsworth Editions Ltd,352,9781853260001,"Herts, United Kingdom"
The Dandy Annual 2022,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8453/9781845358631.jpg,2021,20.67,,,D.C.Thomson & Co Ltd,112,9781845358631,United Kingdom
The Art and Soul of Dune,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7890/9781789096095.jpg,2021,100.01,Tanya Lapointe,4.78,Titan Books Ltd,156,9781789096095,"London, United Kingdom"
"Sapiens A Graphic History, Volume 2",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7873/9781787333765.jpg,2021,30.7,Yuval Noah Harari,3.97,Vintage Publishing,256,9781787333765,"London, United Kingdom"
In the Realm of Hungry Ghosts,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7850/9781785042201.jpg,2018,20.9,Dr Gabor Mate,4.5,Ebury Publishing,496,9781785042201,"London, United Kingdom"
Ottolenghi SIMPLE,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7850/9781785031168.jpg,2018,57.52,Yotam Ottolenghi,4.13,Ebury Publishing,320,9781785031168,"London, United Kingdom"
Archer's Voice,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5387/9781538727355.jpg,2018,22.4,Mia Sheridan,4.37,"Little, Brown & Company",400,9781538727355,United States
Tales from the Cafe,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5290/9781529050868.jpg,2020,12.94,Toshikazu Kawaguchi,4,Pan Macmillan,208,9781529050868,"London, United Kingdom"
House of Sky and Breath,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4088/9781408884423.jpg,2022,27.02,Sarah J. Maas,4.72,Bloomsbury Publishing PLC,768,9781408884423,"London, United Kingdom"
It Didn't Start with You,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/1019/9781101980385.jpg,2017,26.73,Mark Wolynn,3.58,Penguin Putnam Inc,256,9781101980385,United States
Malt Whisky Yearbook 2022 2022,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/9576/9780957655386.jpg,2021,28.3,Ingvar Ronde,,MagDig Media Ltd,300,9780957655386,"Shrewsbury, United Kingdom"
By the Sea,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7475/9780747557852.jpg,2002,15.87,Abdulrazak Gurnah,3.68,Bloomsbury Publishing PLC,256,9780747557852,"London, United Kingdom"
The Sovereign Individual: Mastering the Transition to the Information Age,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/6848/9780684832722.jpg,1999,29.89,James Dale Davidson,4.25,Simon & Schuster,448,9780684832722,"New York, NY, United States"
The Mamba Mentality: How I Play,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/3742/9780374201234.jpg,2020,50.07,Kobe Bryant,4.26,"Farrar, Straus & Giroux Inc",208,9780374201234,"New York, United States"
Everything I Know About Love,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/2419/9780241982105.jpg,2019,16.65,Dolly Alderton,4.16,Penguin Books Ltd,368,9780241982105,"London, United Kingdom"
Braiding Sweetgrass,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/1419/9780141991955.jpg,2020,18.2,Robin Wall Kimmerer,4.56,Penguin Books Ltd,400,9780141991955,"London, United Kingdom"
The Subtle Art of Not Giving a F*ck,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0624/9780062457714.jpg,2016,35.63,Mark Manson,3.92,HarperCollins Publishers Inc,224,9780062457714,"New York, United States"
We Should All Be Feminists,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0081/9780008115272.jpg,2015,11.08,Chimamanda Ngozi Adichie,4.43,HarperCollins Publishers,64,9780008115272,"London, United Kingdom"
A Cook's Book,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0082/9780008213763.jpg,2021,56.41,Nigel Slater,4.62,HarperCollins Publishers,512,9780008213763,"London, United Kingdom"
Letters from Father Christmas,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0072/9780007280490.jpg,2009,16.29,J. R. R. Tolkien,4.27,HarperCollins Publishers,160,9780007280490,"London, United Kingdom"
How to Catch a Star,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0071/9780007150342.jpg,2005,15.3,Oliver Jeffers,4.21,HarperCollins Publishers,32,9780007150342,"London, United Kingdom"
The Cheat Sheet,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9798/5175/9798517564375.jpg,2021,22.77,Sarah Adams,4.02,Independently Published,304,9798517564375,
The Dispossessed,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8579/9781857988826.jpg,1999,10.46,Ursula K. Le Guin,4.2,Orion Publishing Co,336,9781857988826,"London, United Kingdom"
Courage Is Calling,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7881/9781788166270.jpg,2021,22.45,Ryan Holiday,4.14,Profile Books Ltd,304,9781788166270,"London, United Kingdom"
Homo Deus,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7847/9781784703936.jpg,2017,22.34,Yuval Noah Harari,4.21,Vintage Publishing,528,9781784703936,"London, United Kingdom"
Work Your Light Oracle Cards,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7818/9781781809952.jpg,2020,30.43,Rebecca Campbell,4.58,Hay House UK Ltd,128,9781781809952,"London, United Kingdom"
Maths Games for Clever Kids (R),https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7805/9781780555409.jpg,2018,8.77,Gareth Moore,4.15,Michael O'Mara Books Ltd,192,9781780555409,"London, United Kingdom"
Somebody's Land: Welcome to Our Country,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7605/9781760526726.jpg,2021,37.19,Adam Goodes,,Allen & Unwin,24,9781760526726,"Sydney, Australia"
The Incal,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5946/9781594650932.jpg,2015,55.07,Alexandro Jodorowsky,4.17,"Humanoids, Inc",308,9781594650932,United States
Berserk Volume 1,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5930/9781593070205.jpg,2009,22.56,Kentaro Miura,4.43,"Dark Horse Comics,U.S.",224,9781593070205,"Milwaukie, United States"
Last Night at the Telegraph Club,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5293/9781529366587.jpg,2021,14.43,Malinda Lo,4.32,HODDER & STOUGHTON,416,9781529366587,"London, United Kingdom"
The 143-Storey Treehouse,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5290/9781529047875.jpg,2021,19.52,Andy Griffiths,5,Pan Macmillan,304,9781529047875,"London, United Kingdom"
Turn a Blind Eye,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5098/9781509851386.jpg,2021,14.41,Jeffrey Archer,4.16,Pan Macmillan,384,9781509851386,"London, United Kingdom"
Berserk Deluxe Volume 9,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5067/9781506717920.jpg,2021,67.31,Kentaro Miura,4.77,"Dark Horse Comics,U.S.",656,9781506717920,"Milwaukie, United States"
Neuromancer,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4732/9781473217386.jpg,2016,11.02,William Gibson,3.9,Orion Publishing Co,320,9781473217386,"London, United Kingdom"
Oi Dog!,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4449/9781444919592.jpg,2016,15.42,Kes Gray,4.17,Hachette Children's Group,32,9781444919592,"London, United Kingdom"
"Tokyo Ghoul, Vol. 6",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4215/9781421580418.jpg,2016,15.77,Sui Ishida,4.43,"Viz Media, Subs. of Shogakukan Inc",200,9781421580418,"San Francisco, United States"
In My Heart,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4197/9781419713101.jpg,2014,24.75,Jo Witek,4.43,ABRAMS,32,9781419713101,"New York, United States"
Tabby McTat,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4071/9781407170701.jpg,2020,20.98,Julia Donaldson,4.11,Scholastic,32,9781407170701,"London, United Kingdom"
As Good As Dead,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4052/9781405298605.jpg,2021,18.16,Holly Jackson,4.28,HarperCollins Publishers,576,9781405298605,United Kingdom
The Invisible Life of Addie La Rue,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/2507/9781250784537.jpg,2020,28.79,V E Schwab,4.25,Tor Books,448,9781250784537,
The Maddest Obsession,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/0937/9781093765007.jpg,2019,23.93,Danielle Lori,4.41,Independently Published,332,9781093765007,
Meditations,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/8129/9780812968255.jpg,2019,13.67,Marcus Aurelius,4.22,Random House USA Inc,256,9780812968255,"New York, NY, United States"
Spot Goes to the Farm,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7232/9780723264583.jpg,2011,14.22,Eric Hill,3.92,Penguin Random House Children's UK,22,9780723264583,"London, United Kingdom"
David Attenborough: Volume 34,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7112/9780711245631.jpg,2020,24.59,Maria Isabel Sanchez Vegara,4.28,Frances Lincoln Publishers Ltd,32,9780711245631,"London, United Kingdom"
Dune,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/5750/9780575081505.jpg,2018,27.63,Frank Herbert,4.24,Orion Publishing Co,624,9780575081505,"London, United Kingdom"
The Fortune Men,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/2414/9780241466940.jpg,2021,27.64,Nadifa Mohamed,3.88,Penguin Books Ltd,384,9780241466940,"London, United Kingdom"
The Little Book of Hygge,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/2412/9780241283912.jpg,2016,24.64,Meik Wiking,3.75,Penguin Books Ltd,288,9780241283912,"London, United Kingdom"
Why We Sleep,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/1419/9780141983769.jpg,2018,19.1,Matthew Walker,4.35,Penguin Books Ltd,368,9780141983769,"London, United Kingdom"
The Puffin Book of Stories for Five-year-olds,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/1403/9780140374582.jpg,1999,11.22,Wendy Cooling,3.87,Penguin Random House Children's UK,144,9780140374582,"London, United Kingdom"
A Gentleman in Moscow,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0995/9780099558781.jpg,2017,17.49,Amor Towles,4.32,Cornerstone,512,9780099558781,"London, United Kingdom"
Charlotte's Web,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0644/9780064400558.jpg,2012,13.21,E B White,4.18,HarperCollins,192,9780064400558,"New York, NY, United States"
All the Light We Cannot See,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0081/9780008138301.jpg,2015,19.1,Anthony Doerr,4.32,HarperCollins Publishers,544,9780008138301,"London, United Kingdom"
"Jujutsu Kaisen, Vol. 12",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9747/9781974722853.jpg,2021,12.61,Gege Akutami,4.54,"Viz Media, Subs. of Shogakukan Inc",192,9781974722853,"San Francisco, United States"
"Chainsaw Man, Vol. 7",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9747/9781974720965.jpg,2021,12.89,Tatsuki Fujimoto,4.34,"Viz Media, Subs. of Shogakukan Inc",200,9781974720965,"San Francisco, United States"
"Jujutsu Kaisen, Vol. 13",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9747/9781974723423.jpg,2021,12.97,Gege Akutami,4.62,"Viz Media, Subs. of Shogakukan Inc",192,9781974723423,"San Francisco, United States"
"86 - EIGHTY SIX, Vol. 3 (light novel)",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9753/9781975303112.jpg,2019,19.46,Asato Asato,4.26,"Little, Brown & Company",224,9781975303112,"New York, United States"
The Little Prince,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8402/9781840227864.jpg,2018,20.61,Antoine de Saint-Exupery,4.31,Wordsworth Editions Ltd,144,9781840227864,"Herts, United Kingdom"
A Hunter-Gatherer's Guide to the 21st Century,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8007/9781800750746.jpg,2021,33.56,Heather Heying,4.43,Swift Press,352,9781800750746,"London, United Kingdom"
The Postscript Murders,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7874/9781787477650.jpg,2021,11.67,Elly Griffiths,4.02,Quercus Publishing,368,9781787477650,"London, United Kingdom"
Pachinko,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7866/9781786691378.jpg,2017,22.46,Min Jin Lee,4.28,Head of Zeus,560,9781786691378,"London, United Kingdom"
365 For My Daughter Daily Messages Of Love,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7848/9781784853204.jpg,2021,22.24,Exley,,Helen Exley Giftbooks,368,9781784853204,"Watford, United Kingdom"
Twisted Tales: Enchanted Collection (Disney),https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7611/9781761123740.jpg,2021,75.27,,,Scholastic Australia,,9781761123740,"Lindfield, Australia"
Junji Ito's Cat Diary: Yon & Mu Collector's Edition,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/6465/9781646512515.jpg,2021,30.92,Junji Ito,4.18,"Kodansha America, Inc",128,9781646512515,"New York, United States"
The Gifts Of Imperfection,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5928/9781592858491.jpg,2010,25.64,Brene Brown,4.2,Hazelden Information & Educational Services,160,9781592858491,"Center City, United States"
Berserk Deluxe Volume 8,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5067/9781506717913.jpg,2021,73.17,Kentaro Miura,4.69,"Dark Horse Comics,U.S.",632,9781506717913,"Milwaukie, United States"
Short Stories in French for Beginners,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4736/9781473683433.jpg,2018,17.37,Olly Richards,4.12,John Murray Press,272,9781473683433,"London, United Kingdom"
"Goodnight Punpun, Vol. 4",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4215/9781421586236.jpg,2017,34.67,Inio Asano,4.47,"Viz Media, Subs. of Shogakukan Inc",456,9781421586236,"San Francisco, United States"
The Priory of the Orange Tree,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4088/9781408883358.jpg,2020,25.49,Samantha Shannon,4.22,Bloomsbury Publishing PLC,848,9781408883358,"London, United Kingdom"
Where's Pikachu? A Search and Find Book,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4083/9781408357484.jpg,2019,12.15,Pokemon,4.27,Hachette Children's Group,32,9781408357484,"London, United Kingdom"
Aristotle and Dante Discover the Secrets of the Universe,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/3985/9781398505247.jpg,2021,16.24,Benjamin Alire Saenz,4.33,Simon & Schuster Ltd,368,9781398505247,"London, United Kingdom"
Cat Kid Comic Club 2,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/3387/9781338784855.jpg,2021,31.98,Dav Pilkey,4.81,Scholastic US,224,9781338784855,"New York, United States"
The Brightest Night (Wings of Fire Graphic Novel 5 ),https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/3387/9781338730852.jpg,2022,16.79,Tui T. Sutherland,4.77,Scholastic US,224,9781338730852,"New York, United States"
"The Bad Guys in They're Bee-Hind You! (the Bad Guys #14), 14",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/3383/9781338329544.jpg,2021,12.68,Aaron Blabey,4.42,Scholastic Paperbacks,192,9781338329544,
One Last Stop,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/2502/9781250244499.jpg,2021,24.66,Casey McQuiston,4.15,St Martin's Press,432,9781250244499,"New York, United States"
ANGELIC FLIGHTS,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/8930/9780893047092.jpg,2021,16.16,Gabriel Rosenstock,,Gabriel Rosenstock,124,9780893047092,
A Brief History Of Time,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/8575/9780857501004.jpg,2015,17.28,Stephen Hawking,4.19,Transworld Publishers Ltd,272,9780857501004,"London, United Kingdom"
Zero to One,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7535/9780753555200.jpg,2018,15.87,Blake Masters,4.17,Ebury Publishing,224,9780753555200,"London, United Kingdom"
One Up On Wall Street,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7432/9780743200400.jpg,2018,20.8,Peter Lynch,4.23,Simon & Schuster,304,9780743200400,"New York, United States"
Dr. Seuss's ABC,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/6798/9780679882817.jpg,1996,8.55,Dr. Seuss,4.08,Random House USA Inc,24,9780679882817,"New York, United States"
Who Cooked the Last Supper?,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/6098/9780609806951.jpg,2001,21.13,Rosalind Miles,3.88,Three Rivers Press,352,9780609806951,"New York, United States"
Bluey: Little Library,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/2414/9780241486900.jpg,2021,13.76,Bluey,,Penguin Random House Children's UK,48,9780241486900,"London, United Kingdom"
The Body Keeps the Score,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/1431/9780143127741.jpg,2015,24.42,Bessel van der Kolk,4.44,Penguin Putnam Inc,464,9780143127741,United States
Where The Wild Things Are,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0994/9780099408390.jpg,2001,15.11,Maurice Sendak,4.22,Penguin Random House Children's UK,48,9780099408390,"London, United Kingdom"
Dark Rise,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0629/9780062946140.jpg,2021,29.25,C S Pacat,4.23,Quill Tree Books,464,9780062946140,
Howl's Moving Castle,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0614/9780061478789.jpg,2011,16.03,Diana Wynne Jones,4.25,HarperCollins Publishers Inc,448,9780061478789,"New York, NY, United States"
Eleanor Oliphant is Completely Fine,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0081/9780008172145.jpg,2018,21.89,Gail Honeyman,4.26,HarperCollins Publishers,400,9780008172145,"London, United Kingdom"
This Book Is for You,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9848/9781984860262.jpg,2021,23.52,Worry Lines,4.65,Potter/Ten Speed/Harmony/Rodale,176,9781984860262,United States
"My Love Mix-Up!, Vol. 1",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9747/9781974725274.jpg,2021,15.29,Wataru Hinekure,4.31,"Viz Media, Subs. of Shogakukan Inc",176,9781974725274,"San Francisco, United States"
The Official Liverpool FC Annual 2022,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9135/9781913578763.jpg,2022,19.51,Liverpool FC,,Grange Communications Ltd,64,9781913578763,"Edinburgh, United Kingdom"
The Immortals,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9094/9781909430532.jpg,2021,17.81,Arrigo Sacchi,,BackPage Press Limited,,9781909430532,"Glasgow, United Kingdom"
Dinosaurs Love Underpants,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8473/9781847382108.jpg,2008,26.27,Claire Freedman,3.92,Simon & Schuster Ltd,32,9781847382108,"London, United Kingdom"
John Boorman's Nature Diary,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8435/9781843517955.jpg,2020,25.11,John Boorman,5,The Lilliput Press Ltd,128,9781843517955,"Dublin, Ireland"
Dog Days,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7853/9781785303654.jpg,2021,33.0,Andrew Cotter,4.25,Black and White Publishing,288,9781785303654,"Edinburgh, United Kingdom"
Matt Preston's World of Flavour,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7610/9781761044441.jpg,2021,65.88,Matt Preston,,Penguin Random House Australia,352,9781761044441,"Camberwell, Australia"
The Babylon Bee Guide to Wokeness,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/6845/9781684512713.jpg,2021,26.17,Babylon Bee,4.79,Salem Books,208,9781684512713,
No Bad Parts,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/6836/9781683646686.jpg,2021,28.02,Richard C. Schwartz,4.39,Sounds True Inc,216,9781683646686,"New York, United States"
The Ruthless Elimination of Hurry,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5293/9781529308389.jpg,2019,31.85,John Mark Comer,4.51,Hodder & Stoughton,304,9781529308389,United Kingdom
Principles,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5011/9781501124020.jpg,2017,41.31,Ray Dalio,4.07,SIMON & SCHUSTER,592,9781501124020,"New York, United States"
Lift-The-Flap Very First Questions & Answers,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4749/9781474917902.jpg,2016,17.32,Katie Daynes,4.53,Usborne Publishing Ltd,12,9781474917902,"London, United Kingdom"
Heartstopper Volume One,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4449/9781444951387.jpg,2019,27.49,Alice Oseman,4.53,Hachette Children's Group,288,9781444951387,"London, United Kingdom"
Vetman and his Bionic Animal Clan,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4449/9781444965902.jpg,2021,27.84,Noel Fitzpatrick,4.5,Hachette Children's Group,336,9781444965902,"London, United Kingdom"
"The Promised Neverland, Vol. 3",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4215/9781421597140.jpg,2018,14.55,Kaiu Shirai,4.52,"Viz Media, Subs. of Shogakukan Inc",192,9781421597140,"San Francisco, United States"
"Rosie Revere, Engineer",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4197/9781419708459.jpg,2013,24.49,Andrea Beaty,4.39,Abrams,32,9781419708459,"New York, United States"
Humankind,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4088/9781408898956.jpg,2021,20.64,Rutger Bregman,4.33,Bloomsbury Publishing PLC,496,9781408898956,"London, United Kingdom"
And Away...,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/3985/9781398508026.jpg,2021,27.88,Bob Mortimer,,Simon & Schuster Ltd,336,9781398508026,"London, United Kingdom"
The World of Peter Rabbit - The Complete Collection of Original Tales 1-23 White Jackets,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7232/9780723275923.jpg,2021,213.56,Beatrix Potter,4.58,Penguin Random House Children's UK,1,9780723275923,"London, United Kingdom"
Royal Horticultural Society Desk Diary 2022,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7112/9780711262164.jpg,2021,31.14,Royal Horticultural Society,,Frances Lincoln Publishers Ltd,112,9780711262164,"London, United Kingdom"
Never Let Me Go,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/5712/9780571258093.jpg,2010,15.9,Kazuo Ishiguro,3.83,Faber & Faber,282,9780571258093,"London, United Kingdom"
The Forty Rules of Love,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/2419/9780241972939.jpg,2015,16.59,Elif Shafak,4.12,Penguin Books Ltd,368,9780241972939,"London, United Kingdom"
Big Panda and Tiny Dragon,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/2415/9780241529324.jpg,2021,27.88,James Norbury,4.57,Penguin Books Ltd,160,9780241529324,"London, United Kingdom"
One Of Us Is Next,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/2413/9780241376928.jpg,2020,15.54,Karen M. McManus,4.02,Penguin Random House Children's UK,384,9780241376928,"London, United Kingdom"
Revolting Rhymes,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/1424/9780142414828.jpg,2011,12.8,Roald Dahl,4.11,Penguin Putnam Inc,48,9780142414828,"New York, NY, United States"
Once,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/1413/9780141320632.jpg,2006,12.55,Morris Gleitzman,4.22,Penguin Random House Children's UK,160,9780141320632,"London, United Kingdom"
Green is for Christmas,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0084/9780008496197.jpg,2021,12.79,Drew Daywalt,,HarperCollins Publishers,32,9780008496197,"London, United Kingdom"
The Lord of the Rings,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0084/9780008471286.jpg,2021,96.77,J. R. R. Tolkien,4.5,HarperCollins Publishers,1248,9780008471286,"London, United Kingdom"
Second Foundation,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0081/9780008117511.jpg,2016,10.82,Isaac Asimov,4.25,HarperCollins Publishers,240,9780008117511,"London, United Kingdom"
